Contract ID,Project ID,Project Title,Contract No,Procurement Group,Country,No Objection Date,Team Leader,Procurement Method,Borrower Contract Reference,Signing Date,Total Contract Amount,Review Type
1880516,P149323,Social Safety Net Project,1880516,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",3132.67,Post
1880517,P149323,Social Safety Net Project,1880517,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",3131.83,Post
1880518,P149323,Social Safety Net Project,1880518,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",13250.04,Post
1880519,P149323,Social Safety Net Project,1880519,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",13250.04,Post
1880520,P149323,Social Safety Net Project,1880520,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",3131.83,Post
1880523,P149323,Social Safety Net Project,1880523,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",13250.04,Post
1880521,P149323,Social Safety Net Project,1880521,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",12918.79,Post
1880522,P171664,Economic Linkages for Diversification,1880522,Non-consulting Services,Mozambique,"April 13, 2026",Laurent Olivier Corthay,Request for Bids,MZ-MEF-DNT-487819-NC-RFB,"March 12, 2026",849294.83,Post
1880524,P149323,Social Safety Net Project,1880524,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",13250.04,Post
1880525,P149323,Social Safety Net Project,1880525,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",3131.83,Post
1880527,P172605,Salvador Social Multi-Sector Service Delivery Project II,1880527,Goods,Brazil,"April 13, 2026",Rovane Battaglin Schwengber,Request for Bids,BR-CASA CIVIL-492455-GO-RFB,"March 9, 2026",23049.57,Post
1880526,P149323,Social Safety Net Project,1880526,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",13250.04,Post
1880528,P172657,Improving Learning and Empowering Girls in Mozambique,1880528,Works,Mozambique,"April 13, 2026",Lucia Jose Nhampossa,Request for Bids,64/W/RFB/ILEGP/24,"December 29, 2025",2697184.12,Prior
1880529,P149323,Social Safety Net Project,1880529,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",13250.04,Post
1880531,P149323,Social Safety Net Project,1880531,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",13250.04,Post
1880530,P149323,Social Safety Net Project,1880530,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",3131.83,Post
1880532,P149323,Social Safety Net Project,1880532,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",3131.83,Post
1880533,P149323,Social Safety Net Project,1880533,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",3131.83,Post
1880534,P149323,Social Safety Net Project,1880534,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",12918.79,Post
1880535,P149323,Social Safety Net Project,1880535,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",13250.04,Post
1880536,P149323,Social Safety Net Project,1880536,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",13250.04,Post
1880537,P172657,Improving Learning and Empowering Girls in Mozambique,1880537,Works,Mozambique,"April 13, 2026",Lucia Jose Nhampossa,Request for Bids,64/W/RFB/ILEGP/24,"December 29, 2025",2850910.35,Prior
1880538,P149323,Social Safety Net Project,1880538,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",12918.79,Post
1880539,P149323,Social Safety Net Project,1880539,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",3131.83,Post
1880540,P149323,Social Safety Net Project,1880540,Consultant Services,Madagascar,"April 13, 2026",John Van Dyck,Individual Consultant Selection,DRP_21013_SCI_AS_FA2_FA3,"June 16, 2022",12918.79,Post
1880542,P174034,Niger Accelerating Electricity Access Project (Haské),1880542,Consultant Services,Nigeria,"April 13, 2026",Emmanuel Py,Quality And Cost-Based Selection,NE-NIGELEC-498521-CS-QCBS,"March 25, 2026",169955.0,Post
1880541,P178567,Piauí Health and Social Protection Development Project,1880541,Consultant Services,Brazil,"April 13, 2026",Daniela Pena De Lima,Individual Consultant Selection,SASC - 09 CI PEDAGOGIA,"March 31, 2026",1997.76,Post
1880543,P174684,Economic Transformation for Inclusive Growth Project,1880543,Consultant Services,Madagascar,"April 13, 2026",Sagita Muco,Individual Consultant Selection,358/C/PIC3/2026,"April 10, 2026",12569.21,Post
1880545,P174684,Economic Transformation for Inclusive Growth Project,1880545,Consultant Services,France,"April 13, 2026",Sagita Muco,Individual Consultant Selection,358/C/PIC3/2026,"April 10, 2026",24067.86,Post
1880544,P172657,Improving Learning and Empowering Girls in Mozambique,1880544,Works,Mozambique,"April 13, 2026",Lucia Jose Nhampossa,Request for Bids,64/W/RFB/ILEGP/24,"December 29, 2025",2702635.9,Prior
1880546,P172657,Improving Learning and Empowering Girls in Mozambique,1880546,Works,Mozambique,"April 13, 2026",Lucia Jose Nhampossa,Request for Bids,64/W/RFB/ILEGP/24,"December 29, 2025",2663728.75,Prior
1880547,P180245,Health Enhancement And Lifesaving (HEAL) Ukraine Project,1880547,Non-consulting Services,Ukraine,"April 13, 2026",Jakub Jan Kakietek,Request for Quotations,HEAL-RFQ-4.1.1.9.1/58,"March 26, 2026",132483.51,Post
1880548,P174177,Peru: Strengthening of the Public Health Emergency Preparedness and Response,1880548,Consultant Services,Peru,"April 13, 2026",Gabriel Aguirre Martens,Individual Consultant Selection,PE-INS-516919-CS-INDV,"November 6, 2025",20763.29,Post
1880549,P180027,Bolivia Improving Sustainable Access to Electricity Project (IDTR III),1880549,Consultant Services,Bolivia,"April 13, 2026",Lara Born,Individual Consultant Selection,BO-ENDE-492239-CS-INDV,"March 18, 2026",15120.64,Post
1880550,P167512,Strengthening Primary Health Care and Surveillance in Haiti,1880550,Consultant Services,Rwanda,"April 13, 2026",Nicolas Collin Dit De Montesson,Direct Selection,HT-UGP-542541-CS-CDS,"November 4, 2025",58906.83,Post
1880551,P172657,Improving Learning and Empowering Girls in Mozambique,1880551,Consultant Services,Mozambique,"April 13, 2026",Lucia Jose Nhampossa,Quality And Cost-Based Selection,9/CS/QCBS/ILEGP/24,"December 30, 2025",196488.69,Prior
1880552,P180925,BDI Human Capital Development Project,1880552,Consultant Services,Burundi,"April 13, 2026",Boubakar Lompo,Individual Consultant Selection,BI-MOH-534461-CS-INDV,"March 31, 2026",63760.93,Post
1880553,P172592,Climate Resilient and Sustainable Agriculture Project,1880553,Consultant Services,Belize,"April 13, 2026",Melissa Brown,Individual Consultant Selection,BZ-SIF-485854-CS-CDS,"July 16, 2025",28639.62,Post
1880555,P176126,Ghana Digital Acceleration Project,1880555,Consultant Services,Ghana,"April 13, 2026",Stephen R. Davenport,Direct Selection,GH-MOCDTI-522757-CS-CDS,"March 31, 2026",298641.54,Post
1880554,P180982,Coastal Resilience and Sustainable Tourism Project,1880554,Works,Sao Tome and Principe,"April 13, 2026",Juan Jose Miranda Montero,Request for Bids,61/W/COMP2/WACA+/2025,"March 17, 2026",1696802.86,Post
1880556,P180982,Coastal Resilience and Sustainable Tourism Project,1880556,Works,Sao Tome and Principe,"April 13, 2026",Juan Jose Miranda Montero,Request for Bids,62/W/COMP2/WACA+/2025,"March 17, 2026",1029135.99,Post
1880557,P172657,Improving Learning and Empowering Girls in Mozambique,1880557,Consultant Services,Mozambique,"April 13, 2026",Lucia Jose Nhampossa,Quality And Cost-Based Selection,11/CS/QCBS/ILEGP/24,"December 30, 2025",93688.53,Prior
1880559,P172657,Improving Learning and Empowering Girls in Mozambique,1880559,Consultant Services,Mozambique,"April 13, 2026",Lucia Jose Nhampossa,Quality And Cost-Based Selection,10/CS/QCBS/ILEGP/24,"December 30, 2025",136503.43,Prior
1880558,P167678,Gazetted Forests Management Project,1880558,Consultant Services,Benin,"April 13, 2026",Jean-Dominique Luc Marie Bescond,Consultant Qualification Selection,BJ-WACA -462232-CS-CQS,"December 30, 2025",172205.61,Post
1880562,P165228,Smallholder Agriculture Development Project - II,1880562,Goods,Lesotho,"April 13, 2026",Daniel P. Gerber,Request for Bids,LS-MAFS-508814-GO-RFB,"February 2, 2026",27851.86,Post
1880560,P163023,"Integrated Forest Landscape Management Project in Atalaya, Ucayali",1880560,Non-consulting Services,Peru,"April 13, 2026",Mizushi Satoh,Request for Quotations,PE-PNCB-515889-NC-RFQ,"November 18, 2025",57276.0,Post
1880561,P162833,Improving the Performance of Non-Criminal Justice Services,1880561,Consultant Services,Peru,"April 13, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-482759-CS-INDV,"July 17, 2025",1274.11,Post
1880563,P162833,Improving the Performance of Non-Criminal Justice Services,1880563,Consultant Services,Peru,"April 13, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-482789-CS-INDV,"July 14, 2025",1769.6,Post
1880564,P172592,Climate Resilient and Sustainable Agriculture Project,1880564,Consultant Services,Belize,"April 13, 2026",Melissa Brown,Individual Consultant Selection,BZ-SIF-470101-CS-INDV,"June 12, 2025",51551.31,Post
1880565,P171316,Growing Up and Learning Together: Comprehensive Early Childhood Development in El Salvador,1880565,Goods,El Salvador,"April 13, 2026",Isy Faingold Vigil,Request for Quotations,SDC 74/2025-MINEDUCYT-BIRF,"March 12, 2026",10978.0,Post
1880566,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1880566,Goods,Ethiopia,"April 13, 2026",Christabel E. Dadzie,Request for Quotations,ET-SOMALI BRANOWOFED-479425-GO-RFQ,"May 21, 2025",20635.65,Post
1880567,P175594,Côte d'Ivoire Productive Social Safety Nets System Strengthening Program,1880567,Consultant Services,Cote d'Ivoire,"April 13, 2026",Giorgia Demarchi,Consultant Qualification Selection,CI-BCPFS-527843-CS-CQS-2025,"March 11, 2026",89021.71,Post
1880568,P171528,Caribbean Digital Transformation Project,1880568,Consultant Services,St. Vincent and the Grenadines,"April 13, 2026",Marolla Haddad,Individual Consultant Selection,SVG-CARDTP-C-IC-15,"March 20, 2026",72088.72,Post
1880569,P180244,WEST AFRICA FOOD SYSTEM RESILIENCE PROGRAM (FSRP) PHASE 3,1880569,Consultant Services,Senegal,"April 13, 2026",Aifa Fatimata Niane Ndoye,Quality And Cost-Based Selection,SN-FSRP-SN-463585-CS-QCBS,"December 17, 2025",178245.42,Post
1880570,P171528,Caribbean Digital Transformation Project,1880570,Consultant Services,United States,"April 13, 2026",Marolla Haddad,Direct Selection,SVGCARDTP-C-DIR-2,"March 24, 2026",66401.6,Post
1880571,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1880571,Goods,Ethiopia,"April 13, 2026",Christabel E. Dadzie,Request for Quotations,ET-SOMALI BRANOWOFED-479428-GO-RFQ,"May 23, 2025",13069.45,Post
1880572,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1880572,Works,Ethiopia,"April 13, 2026",Christabel E. Dadzie,Request for Quotations,ET-SOMALI KHLEWOFED-485731-CW-RFQ,"July 18, 2025",13682.51,Post
1880573,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1880573,Works,Ethiopia,"April 13, 2026",Christabel E. Dadzie,Request for Quotations,ET-SOMALI DBWYNWOFED-479365-CW-RFQ,"May 2, 2025",20725.13,Post
1880575,P162278,National Urban Cadaster and Municipal Support Project,1880575,Consultant Services,Peru,"April 13, 2026",Gabriel Sergio Arrisueno Fajardo,Individual Consultant Selection,CONTRATO N°362-2025-UE003/COFOPRI,"November 18, 2025",2807.76,Post
1880574,P171158,Central African Republic Human Capital and Women and Girls' Empowerment (Maïngo) Project,1880574,Consultant Services,Benin,"April 13, 2026",Abdoulaye Ka,Consultant Qualification Selection,CF-MEPC-340896-CS-CQS,"May 17, 2024",219071.4,Post
1880576,P162833,Improving the Performance of Non-Criminal Justice Services,1880576,Consultant Services,Peru,"April 13, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-482785-CS-INDV,"September 5, 2025",1274.11,Post
1880577,P165821,Kiribati: Pacific Islands Regional Oceanscape Program,1880577,Consultant Services,New Zealand,"April 13, 2026",Xavier F. P. Vincent,Individual Consultant Selection,KI-MFMRD-520557-CS-INDV,"March 30, 2026",42457.41,Post
1880578,P178237,Pacific Islands Regional Oceanscape Program - Second Phase for Economic Resilience: Federated States of Micronesia (FSM PROPER),1880578,Consultant Services,"Micronesia, Federated States of","April 13, 2026",Aimee Terese Hall,Individual Consultant Selection,FM-NORMA-457830-CS-INDV,"March 10, 2026",43223.44,Post
1880579,P163023,"Integrated Forest Landscape Management Project in Atalaya, Ucayali",1880579,Consultant Services,Peru,"April 13, 2026",Mizushi Satoh,Individual Consultant Selection,PE-PNCB-462511-CS-INDV,"February 10, 2025",17695.98,Post
1880582,P162833,Improving the Performance of Non-Criminal Justice Services,1880582,Consultant Services,Peru,"April 13, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-515908-CS-INDV,"October 23, 2025",1858.08,Post
1880580,P174178,Social Protection and Youth Productive Inclusion Project,1880580,Consultant Services,"Congo, Republic of","April 13, 2026",Gbetoho Joachim Boko,Individual Consultant Selection,CG-PSIPJ-95BIS-CI-ED-2025,"June 12, 2025",49914.55,Post
1880583,P176478,South Tarawa Sanitation Project,1880583,Consultant Services,Papua New Guinea,"April 14, 2026",Rebecca Jean Gilsdorf,Individual Consultant Selection,KI-MISE-507721-CS-INDV,"September 17, 2025",110250.0,Post
1880581,P162833,Improving the Performance of Non-Criminal Justice Services,1880581,Consultant Services,Peru,"April 13, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-515907-CS-INDV,"October 22, 2025",1858.08,Post
1880584,P154840,Pacific Resilience Program,1880584,Goods,Tonga,"April 14, 2026",Simone Lillian Esler,Request for Quotations,PREPTONGA/GOODS43,"April 10, 2026",92311.98,Post
1880585,P162594,Multipurpose Cadaster Project,1880585,Non-consulting Services,Colombia,"April 14, 2026",Ivonne Astrid Moreno Horta,Request for Quotations,CO-ANT-512639-NC-RFQ,"September 17, 2025",103104.12,Post
1880587,P154778,Sustainable Rural Water Supply and Sanitation Project,1880587,Works,Kyrgyz Republic,"April 14, 2026",Odete Duarte Muximpua,Request for Quotations,IDA-SRWSSDP-AF-CW-2026-1,"March 24, 2026",219896.85,Post
1880586,P154778,Sustainable Rural Water Supply and Sanitation Project,1880586,Works,Kyrgyz Republic,"April 14, 2026",Odete Duarte Muximpua,Request for Quotations,IDA-SRWSSDP-AF-CW-2026-2,"March 24, 2026",191222.17,Post
1880588,P180811,Indonesia Health Systems Strengthening Project,1880588,Goods,Indonesia,"April 14, 2026",Lander Bosch,Request for Bids,ID-PMU SOPHI-516269-GO-RFB,"March 17, 2026",525172.38,Prior
1880590,P154778,Sustainable Rural Water Supply and Sanitation Project,1880590,Consultant Services,Kyrgyz Republic,"April 14, 2026",Odete Duarte Muximpua,Individual Consultant Selection,IDA-SRWSSDP-AF-IC-FIDS-2025-4,"February 16, 2026",49.41,Post
1880591,P172945,Punjab Urban Land Systems Enhancement Project,1880591,Non-consulting Services,Pakistan,"April 14, 2026",Dong Kyu Kwak,Request for Quotations,PK-BOR PUNJAB-532989-NC-RFQ,"March 31, 2026",95461.59,Post
1880592,P154778,Sustainable Rural Water Supply and Sanitation Project,1880592,Consultant Services,Kyrgyz Republic,"April 14, 2026",Odete Duarte Muximpua,Individual Consultant Selection,IDA-SRWSSDP-AF-IC-FIDS-2025-6,"February 16, 2026",49.41,Post
1880593,P172945,Punjab Urban Land Systems Enhancement Project,1880593,Consultant Services,Pakistan,"April 14, 2026",Dong Kyu Kwak,Individual Consultant Selection,PK-BOR PUNJAB-529952-CS-INDV,"March 31, 2026",10755.58,Post
1880594,P154778,Sustainable Rural Water Supply and Sanitation Project,1880594,Goods,Kyrgyz Republic,"April 14, 2026",Odete Duarte Muximpua,Request for Quotations,IDA-SRWSSDP-AF-RFQ-G-2025-4,"March 16, 2026",6287.46,Post
1880595,P154778,Sustainable Rural Water Supply and Sanitation Project,1880595,Goods,Kyrgyz Republic,"April 14, 2026",Odete Duarte Muximpua,Request for Quotations,IDA-SRWSSDP-AF-RFQ-G-2025-4,"March 16, 2026",2869.37,Post
1880596,P154778,Sustainable Rural Water Supply and Sanitation Project,1880596,Goods,Kyrgyz Republic,"April 14, 2026",Odete Duarte Muximpua,Request for Quotations,IDA-SRWSSDP-AF-RFQ-G-2025-4,"March 16, 2026",887.33,Post
1880597,P167794,"One WASH—Consolidated Water Supply, Sanitation, and Hygiene Account Project (One WASH—CWA)",1880597,Works,Ethiopia,"April 14, 2026",Taibou Adamou Maiga,Request for Quotations,ET-HARARI RWB-392920-CW-RFQ,"February 15, 2024",30585.22,Post
1880598,P167794,"One WASH—Consolidated Water Supply, Sanitation, and Hygiene Account Project (One WASH—CWA)",1880598,Works,Ethiopia,"April 14, 2026",Taibou Adamou Maiga,Request for Quotations,ET-HARARI RWB-392920-CW-RFQ,"June 21, 2024",15121.41,Post
